today_close,predicted_next_close,actual_next_close,signal,actual_return_pct,equity_curve
10.67,11.119535,10.75,BUY,0.7497656982193072,1.2737219207535695
10.75,10.987041,10.43,BUY,-2.9767441860465143,1.2358064775311377
10.43,10.849933,10.67,BUY,2.301054650047941,1.2642430599479617
10.67,10.72979,10.55,BUY,-1.1246485473289525,1.2500247687395498
10.55,10.583254,10.63,BUY,0.7582938388625599,1.2595036295451578
10.63,10.4923115,10.51,SELL,-1.1288805268109219,1.27372192075357
10.51,10.423642,10.59,SELL,0.7611798287345393,1.2640266064186236
10.59,10.386984,10.51,SELL,-0.7554296506137872,1.2735754381951572
10.51,10.375069,10.89,SELL,3.615604186489066,1.2275279913336767
10.89,10.369086,10.84,SELL,-0.4591368227731929,1.2331640243517377
10.84,10.400691,10.72,SELL,-1.1070110701106939,1.246815286613934
10.72,10.431947,10.72,SELL,0.0,1.246815286613934
10.72,10.446572,10.76,SELL,0.373134328358201,1.2421629907683596
10.76,10.493716,10.8,SELL,0.3717472118959194,1.237545284482975
10.8,10.533407,11.52,SELL,6.666666666666655,1.1550422655174435
11.52,10.562792,11.94,SELL,3.645833333333333,1.11293134958712
11.94,10.674027,12.28,SELL,2.847571189279731,1.081239837119815
12.28,10.875673,12.53,SELL,2.035830618892508,1.0592276254520665
12.53,11.159173,12.78,SELL,1.9952114924181963,1.0380937941381785
12.78,11.463781,13.12,SELL,2.6604068857589978,1.0104762753582897
13.12,11.856689,13.16,SELL,0.3048780487804949,1.0073955550065874
13.16,12.28183,13.38,SELL,1.6717325227963573,0.9905545958803375
13.38,12.6821995,13.33,SELL,-0.37369207772795743,0.9942562199307123
13.33,13.033397,13.5,SELL,1.2753188297074263,0.9815762831423986
13.5,13.321964,14.43,SELL,6.8888888888888875,0.9139565836370334
14.43,13.454476,14.9,SELL,3.2571032571032617,0.8841880739828818
14.9,13.656659,15.91,SELL,6.778523489932884,0.824253177692767
15.91,13.925156,16.29,SELL,2.388434946574475,0.8045664267485023
16.29,14.257992,17.43,SELL,6.998158379373853,0.7482615939373732
17.43,14.652619,18.27,SELL,4.8192771084337345,0.712200794229548
18.27,15.12408,18.99,SELL,3.940886699507383,0.6841337678559698
18.99,15.657062,20.3,SELL,6.898367561874684,0.6369397059343626
20.3,16.212502,21.69,SELL,6.847290640394091,0.5933265930649653
21.69,16.810541,20.21,SELL,-6.823420931304751,0.6338117640071574
20.21,17.266157,21.6,SELL,6.877783275606138,0.5902195645034489
21.6,17.666702,23.04,SELL,6.666666666666655,0.5508715935365524
23.04,18.043161,22.2,SELL,-3.645833333333333,0.5709554537175725
22.2,18.329948,23.38,SELL,5.315315315315314,0.5406073710424943
23.38,18.516745,22.62,SELL,-3.250641573994859,0.5581805789976824
22.62,18.63609,24.05,SELL,6.3218390804597675,0.5228933010150703
24.05,18.752886,23.92,SELL,-0.5405405405405364,0.5257197512908274
23.92,18.88129,24.05,SELL,0.5434782608695611,0.5228625787294642
24.05,18.978134,24.68,SELL,2.619542619542615,0.5091659706380063
24.68,19.081808,25.32,SELL,2.5931928687196133,0.49596231499747445
25.32,19.134533,25.61,SELL,1.1453396524486539,0.4902818619426061
25.61,19.19278,27.38,SELL,6.911362748926199,0.45639670397156307
27.38,19.345423,29.28,SELL,6.939371804236677,0.4247256397806949
29.28,19.59047,31.22,SELL,6.6256830601092815,0.3965846650138046
31.22,19.937647,30.63,SELL,-1.8898142216527862,0.4040793784141296
30.63,20.255428,30.8,SELL,0.5550114267058495,0.4018366916909692
30.8,20.545225,29.54,SELL,-4.090909090909096,0.4182754654419634
29.54,20.793667,29.12,SELL,-1.4218009478672924,0.42422250997431366
29.12,20.895626,27.51,SELL,-5.5288461538461515,0.4476771199007781
27.51,20.935078,29.41,SELL,6.90657942566339,0.4167579440443085
29.41,20.893297,31.1,SELL,5.7463447806868455,0.39280959567862056
31.1,20.816273,32.41,SELL,4.212218649517669,0.37626359663235076
32.41,20.85176,31.82,SELL,-1.8204257945078568,0.38311319620078904
31.82,20.923315,31.6,SELL,-0.6913890634820832,0.3857619989400779
31.6,21.041752,31.65,SELL,0.1582278481012568,0.38515161603036263
